metric,metric_type,n_variants,total_n,test_type,variant_A,variant_B,n_A,n_B,successes_A,successes_B,rate_A,rate_B,z_statistic,p_value,significant,absolute_difference,relative_lift,ci_lower,ci_upper,interpretation
converted,binary,2,288541,Two-Proportion Z-Test,control,treatment,144226,144315,17349,17134,0.12029037760181936,0.11872639711741677,1.294922131961739,0.19534709281210638,False,-0.001563980484402594,-0.013001708994377113,-0.003931228424466111,0.0008032674556609229,No significant difference (p=0.1953). Cannot conclude variant B differs from A.
